id,sourceTableFile,sourceRowNumberApprox,sectionCode,sectionTitle,itemCode,workElementDescription,unit,manHoursPerUnit
21-31-16.50-0040-6-inch-pump-2-000-gallons-per-minute-167-horsepower-each,fileoutpart310.xlsx,15,21 31 16.50,"Including controller, fittings, and relief valve",0040,"6-inch pump, 2,000 gallons per minute, 167 horsepower",Each,125.177
21-31-16.50-0050-10-inch-pump-3-500-gallons-per-minute-300-horsepower-each,fileoutpart310.xlsx,16,21 31 16.50,"Including controller, fittings, and relief valve",0050,"10-inch pump, 3,500 gallons per minute, 300 horsepower",Each,176.9
22-05-23.10-gas-cocks-threaded-each,fileoutpart312.xlsx,6,22 05 23.10,,,"Gas cocks, threaded",Each,0.709
22-05-23.20-average-time-for-the-following-valves-each,fileoutpart312.xlsx,9,22 05 23.20,,,Average time for the following valves:,Each,0.709
22-05-23.20-relief-pressure-and-temperature-each,fileoutpart312.xlsx,16,22 05 23.20,Globe,,"Relief, pressure and temperature",Each,0.532
22-05-23.20-reducing-each,fileoutpart312.xlsx,18,22 05 23.20,Globe,,Reducing,Each,0.709
22-05-23.20-mixing-each,fileoutpart312.xlsx,19,22 05 23.20,Globe,,Mixing,Each,200
22-05-23.60-foot-valve-pvc-y-sediment-strainer-pvc-each-each,fileoutpart312.xlsx,28,22 05 23.60,"for PVC or CPVC, flanged, multiply by 1.15",,"Foot valve, PVC Y sediment strainer, PVC",Each Each,130
22-07-19.00-0010-1-2-inch-iron-pipe-size-lf,fileoutpart314.xlsx,4,22 07 19.00,"1-inch wall,",0010,1/2-inch-iron pipe size,LF,0.089
22-07-19.00-0020-1-inch-iron-pipe-size-lf,fileoutpart314.xlsx,5,22 07 19.00,"1-inch wall,",0020,1-inch-iron-pipe size,LF,0.097
22-07-19.00-0030-2-inch-iron-pipe-size-lf,fileoutpart314.xlsx,6,22 07 19.00,"1-inch wall,",0030,2-inch-iron-pipe size,LF,0.106
22-07-19.00-0040-3-inch-iron-pipe-size-lf,fileoutpart314.xlsx,7,22 07 19.00,"1-inch wall,",0040,3-inch-iron-pipe size,LF,0.118
22-07-19.00-0050-4-inch-iron-pipe-size-lf,fileoutpart314.xlsx,8,22 07 19.00,"1-inch wall,",0050,4-inch-iron-pipe size,LF,0.142
22-07-19.00-0060-1-2-inch-iron-pipe-lf,fileoutpart314.xlsx,10,22 07 19.00,"2-inch wall,",0060,1/2-inch-iron pipe,LF,0.097
22-07-19.00-0070-6-inch-iron-pipe-size-lf,fileoutpart314.xlsx,11,22 07 19.00,"2-inch wall,",0070,6-inch-iron-pipe size,LF,0.213
22-07-19.00-0080-8-inch-iron-pipe-lf,fileoutpart314.xlsx,12,22 07 19.00,"2-inch wall,",0080,8-inch-iron-pipe,LF,0.266
22-07-19.00-0090-10-inch-iron-pipe-size-lf,fileoutpart314.xlsx,13,22 07 19.00,"2-inch wall,",0090,10-inch-iron-pipe size,LF,0.305
22-07-19.00-0100-12-inch-iron-pipe-size-lf,fileoutpart314.xlsx,14,22 07 19.00,"2-inch wall,",0100,12-inch-iron-pipe size,LF,0.327
22-07-19.00-0110-for-0-010-inch-or-0-016-inch-aluminum-jacket-add-sf,fileoutpart314.xlsx,17,22 07 19.00,"Finishes,",0110,"for 0.010-inch or 0.016-inch-aluminum jacket, add",SF,0.106
22-07-19.00-0120-for-0-010-inch-stainless-steel-add-sf,fileoutpart314.xlsx,18,22 07 19.00,"Finishes,",0120,"for 0.010-inch stainless steel, add",SF,0.133
22-07-19.00-0130-1-4-inch-iron-pipe-size-lf,fileoutpart314.xlsx,22,22 07 19.00,"3/8-inch wall,",0130,1/4-inch-iron-pipe size,LF,0.089
22-07-19.00-0140-1-2-inch-or-3-4-inch-iron-pipe-size-lf,fileoutpart314.xlsx,23,22 07 19.00,"3/8-inch wall,",0140,1/2-inch or 3/4-inch-iron-pipe size,LF,0.093
22-07-19.00-0150-1-inch-or-1-1-2-inch-iron-pipe-size-lf,fileoutpart314.xlsx,24,22 07 19.00,"3/8-inch wall,",0150,1-inch or 1 1/2-inch-iron-pipe size,LF,0.097
22-07-19.00-0160-1-4-inch-iron-pipe-size-1-2-inch-wall-only-lf,fileoutpart314.xlsx,26,22 07 19.00,"1/2-inch, 3/4-inch or 1-inch wall",0160,1/4-inch-iron-pipe size (1/2-inch wall only),LF,0.118
22-07-19.00-0170-1-2-or-3-4-inch-iron-pipe-size-lf,fileoutpart314.xlsx,27,22 07 19.00,"1/2-inch, 3/4-inch or 1-inch wall",0170,1/2 or 3/4-inch-iron-pipe size,LF,0.12
22-07-19.00-0180-1-inch-iron-pipe-size-lf,fileoutpart314.xlsx,28,22 07 19.00,"1/2-inch, 3/4-inch or 1-inch wall",0180,1-inch-iron-pipe size,LF,0.121
22-07-19.00-0190-1-1-4-inch-iron-pipe-size-1-inch-wall-only-lf,fileoutpart314.xlsx,29,22 07 19.00,"1/2-inch, 3/4-inch or 1-inch wall",0190,1 1/4-inch-iron-pipe size (1-inch wall only),LF,0.13
22-07-19.00-0200-1-1-2-inch-iron-pipe-lf,fileoutpart314.xlsx,30,22 07 19.00,"1/2-inch, 3/4-inch or 1-inch wall",0200,1 1/2-inch-iron-pipe,LF,0.122
22-07-19.00-0210-2-inch-iron-pipe-size-lf,fileoutpart314.xlsx,31,22 07 19.00,"1/2-inch, 3/4-inch or 1-inch wall",0210,2-inch-iron-pipe size,LF,0.124
22-07-19.00-0220-2-1-2-inch-iron-pipe-size-1-inch-wall-only-lf,fileoutpart314.xlsx,32,22 07 19.00,"1/2-inch, 3/4-inch or 1-inch wall",0220,2 1/2-inch-iron-pipe size (1-inch wall only),LF,0.133
22-07-19.00-0230-3-inch-iron-pipe-size-1-2-and-3-4-inch-wall-only-lf,fileoutpart314.xlsx,33,22 07 19.00,"1/2-inch, 3/4-inch or 1-inch wall",0230,3-inch-iron-pipe size (1/2 and 3/4-inch wall only),LF,0.125
22-11-13.23-type-k-tubing-lf,fileoutpart316.xlsx,5,22 11 13.23,Copper Pipe,,Type K tubing,LF,10
22-11-13.23-type-l-tubing-lf,fileoutpart316.xlsx,6,22 11 13.23,Copper Pipe,,Type L tubing,LF,60
22-11-13.23-type-drain-waste-and-vent-dwv-tubing-lf,fileoutpart316.xlsx,8,22 11 13.23,Copper Pipe,,"Type drain, waste, and vent (DWV) tubing",LF,160
22-11-13.44-steel-pipe-threaded-schedule-40-with-couplings-and-clevis-hanger-assemblies-sized-for-cove-lf,fileoutpart318.xlsx,4,22 11 13.44,,,"Steel Pipe, Threaded Schedule 40, with couplings, and clevis hanger assemblies sized for covering 10 feet on center",LF,40
22-11-13.48-elbows-reducers-each,fileoutpart322.xlsx,5,22 11 13.48,"Steel, Grooved-joint Pipe, Fittings and Valves",,"Elbows, reducers",Each,40
22-11-13.48-tees-each,fileoutpart322.xlsx,6,22 11 13.48,"Steel, Grooved-joint Pipe, Fittings and Valves",,Tees,Each,150
22-11-13.48-adapters-each,fileoutpart322.xlsx,7,22 11 13.48,"Steel, Grooved-joint Pipe, Fittings and Valves",,Adapters,Each,260
22-11-13.48-crosses-each,fileoutpart322.xlsx,8,22 11 13.48,"Steel, Grooved-joint Pipe, Fittings and Valves",,Crosses,Each,370
22-11-13.48-valves-each,fileoutpart322.xlsx,9,22 11 13.48,"Steel, Grooved-joint Pipe, Fittings and Valves",,Valves,Each,480
22-11-13.48-rigid-couplings-each,fileoutpart322.xlsx,10,22 11 13.48,"Steel, Grooved-joint Pipe, Fittings and Valves",,Rigid couplings,Each,590
22-11-13.48-flexible-couplings-each,fileoutpart322.xlsx,11,22 11 13.48,"Steel, Grooved-joint Pipe, Fittings and Valves",,Flexible couplings,Each,700
22-11-13.48-wyes-each,fileoutpart322.xlsx,12,22 11 13.48,"Steel, Grooved-joint Pipe, Fittings and Valves",,Wyes,Each,810
22-11-13.74-pvc-schedule-40-couplings-10-feet-on-center-clevis-hanger-assemblies-3-per-10-feet-lf,fileoutpart324.xlsx,5,22 11 13.74,Plastic Pipe,,"PVC, schedule 40, couplings 10 feet on center, clevis hanger assemblies, 3 per 10 feet",LF,40
22-11-13.74-acrylonitrile-butadiene-styrene-plastic-abs-and-pvc-for-dwv-schedule-40-couplings-10-feet--lf,fileoutpart324.xlsx,6,22 11 13.74,Plastic Pipe,,"Acrylonitrile-butadiene-styrene (plastic) (ABS) and PVC, for DWV, schedule 40, couplings 10 feet on center, clevis hanger assemblies, 3 per 10 feet",LF,120
22-11-13.74-cpvc-schedule-40-couplings-10-feet-on-center-clevis-hanger-assemblies-3-per-10-feet-lf,fileoutpart324.xlsx,7,22 11 13.74,Plastic Pipe,,"CPVC, schedule 40, couplings 10 feet on center, clevis hanger assemblies, 3 per 10 feet",LF,200
22-11-13.74-pvc-schedule-40-couplings-10-feet-on-center-lf,fileoutpart324.xlsx,9,22 11 13.74,Plastic Pipe,,"PVC, schedule 40, couplings 10 feet on center.",LF,340
22-11-13.74-abs-and-pvc-for-dwv-schedule-40-couplings-10-feet-on-center-lf,fileoutpart324.xlsx,10,22 11 13.74,Plastic Pipe,,"ABS and PVC, for DWV, schedule 40, couplings 10 feet on center.",LF,420
22-11-13.74-cpvc-schedule-40-couplings-10-feet-on-center-lf,fileoutpart324.xlsx,11,22 11 13.74,Plastic Pipe,,"CPVC, schedule 40, couplings 10 feet on center.",LF,500
22-11-19.64-0010-water-piping-specialties-0010-yard-hydrant-all-types-each,fileoutpart326.xlsx,2,22 11 19.64,,0010,"Water Piping Specialties (0010) Yard hydrant, all types",Each,1.143
22-13-29.14-0160-sanitary-sewerage-pumps-0160-sewage-ejector-pump-75-gallon-12-gallons-per-minute-each,fileoutpart326.xlsx,3,22 13 29.14,,0160,"Sanitary Sewerage Pumps (0160) Sewage ejector pump, 75 gallon, 12 gallons per minute",Each,6.67
22-14-29.00-0010-sump-pumps-0010-cellar-drainer-pedestal-1-3-horsepower-standard-each,fileoutpart326.xlsx,4,22 14 29.00,,0010,"Sump Pumps (0010) Cellar drainer, pedestal, 1/3 horsepower, standard",Each,3.547
22-13-16.20-pipe-single-hub-service-weight-lead-and-oakum-joints-10-feet-on-center-lf,fileoutpart328.xlsx,5,22 13 16.20,Cast Iron Pipe,,"Pipe, single hub, service weight, lead and oakum joints 10 feet on center",LF,40
22-13-16.20-lead-for-caulking-pound,fileoutpart328.xlsx,7,22 13 16.20,Cast Iron Pipe,,"lead for caulking,",pound,0.133
22-13-16.20-oakum-for-caulking-pound,fileoutpart328.xlsx,8,22 13 16.20,Cast Iron Pipe,,oakum for caulking,pound,0.532
22-13-16.20-no-hub-couplings-10-feet-on-center-lf,fileoutpart328.xlsx,9,22 13 16.20,Cast Iron Pipe,,"No hub, couplings 10 feet on center",LF,140
22-13-16.20-bends-each,fileoutpart328.xlsx,10,22 13 16.20,Cast Iron Pipe,,Bends,Each,0.95
22-13-16.20-combination-wyes-tees-each,fileoutpart328.xlsx,11,22 13 16.20,Cast Iron Pipe,,"Combination wyes, tees",Each,1.89
22-13-16.20-reducing-wyes-tees-combination-each,fileoutpart328.xlsx,12,22 13 16.20,Cast Iron Pipe,,"Reducing wyes, tees/combination",Each,1.75
22-13-16.20-1-1-4-to-1-1-2-to-2-tees-tapped-each,fileoutpart328.xlsx,13,22 13 16.20,Cast Iron Pipe,,"1 1/4 to 1 1/2 to 2 tees, tapped",Each,0.95
22-13-16.20-crosses-tapped-each,fileoutpart328.xlsx,14,22 13 16.20,Cast Iron Pipe,,"Crosses, tapped",Each,1.89
22-13-16.20-reducers-each,fileoutpart328.xlsx,15,22 13 16.20,Cast Iron Pipe,,Reducers,Each,1.68
22-13-16.20-bends-each,fileoutpart328.xlsx,17,22 13 16.20,Cast Iron Pipe,,Bends,Each,0.95
22-41-13.40-tank-type-wall-hung-each,fileoutpart332.xlsx,5,22 41 13.40,,,"Tank type, wall hung",Each,7.795
22-41-13.40-floor-mounted-one-piece-each,fileoutpart332.xlsx,6,22 41 13.40,,,"Floor mounted, one piece",Each,30
22-41-13.40-each-8-3120,fileoutpart332.xlsx,9,22 41 13.40,,,Each,8.312,3.67
22-41-16.10-vanity-top-wall-hung-each,fileoutpart332.xlsx,16,22 41 16.10,,,Vanity top Wall hung,Each,9.257
22-41-16.30-corrosion-resistant-each,fileoutpart332.xlsx,21,22 41 16.30,,,Corrosion resistant,Each,10.534
22-41-19.10-bath-tubs-each,fileoutpart334.xlsx,3,22 41 19.10,,,Bath Tubs,Each,10
22-41-23.20-showers-each,fileoutpart334.xlsx,4,22 41 23.20,,,Showers,Each,10
22-41-36.10-laundry-sinks-each,fileoutpart334.xlsx,5,22 41 36.10,,,Laundry Sinks,Each,10
22-42-13.30-urinals-commercial-wall-hung-stall-type-each-each,fileoutpart334.xlsx,6,22 42 13.30,,,"Urinals, Commercial Wall hung Stall type",Each Each,10
22-42-16.40-service-sinks-floor-type-wall-hung-each-each,fileoutpart334.xlsx,7,22 42 16.40,,,Service Sinks Floor type Wall hung,Each Each,10
22-47-13.10-drinking-water-fountains-each,fileoutpart334.xlsx,8,22 47 13.10,,,Drinking Water Fountains,Each,10
22-47-16.10-electric-water-coolers-each,fileoutpart334.xlsx,9,22 47 16.10,,,Electric Water Coolers,Each,10
23-05-23.30-2280-general-duty-valves-for-hvac-piping-2280-gate-valve-125-pound-nonrising-stem-flanged-4-inc-each,fileoutpart336.xlsx,2,23 05 23.30,,2280,"General duty valves for HVAC piping (2280) Gate Valve 125 pound, nonrising stem flanged, 4 inch",Each,5.33
23-09-53.10-0010-thermostat-manual-each,fileoutpart338.xlsx,5,23 09 53.10,Pneumatic and Electric control for air conditioning units,0010,"Thermostat, manual",Each,1
23-09-53.10-0050-thermostat-electric-low-voltage-2-wire-each,fileoutpart338.xlsx,6,23 09 53.10,Pneumatic and Electric control for air conditioning units,0050,"Thermostat, electric, low voltage 2 wire",Each,0.615
23-09-53.10-0060-thermostat-electric-low-voltage-3-wire-each,fileoutpart338.xlsx,7,23 09 53.10,Pneumatic and Electric control for air conditioning units,0060,"Thermostat, electric, low voltage 3 wire",Each,0.8
23-31-13.00-0010-20-to-94-inch-perimeter-lf,fileoutpart340.xlsx,5,23 31 13.00,Fabricate Sheet Metal Duct,0010,20- to 94-inch perimeter,LF,0.34
23-31-13.00-0020-96-to-126-inch-perimeter-lf,fileoutpart340.xlsx,6,23 31 13.00,Fabricate Sheet Metal Duct,0020,96- to 126-inch perimeter,LF,0.65
23-31-13.00-0030-128-to-190-inch-perimeter-lf,fileoutpart340.xlsx,7,23 31 13.00,Fabricate Sheet Metal Duct,0030,128- to 190-inch perimeter,LF,0.98
23-31-13.00-0040-192-to-240-inch-perimeter-lf,fileoutpart340.xlsx,8,23 31 13.00,Fabricate Sheet Metal Duct,0040,192- to 240-inch perimeter,LF,1.22
23-31-13.00-0050-242-to-360-inch-perimeter-lf,fileoutpart340.xlsx,9,23 31 13.00,Fabricate Sheet Metal Duct,0050,242- to 360-inch perimeter,LF,1.49
23-31-13.00-0060-20-to-94-inch-perimeter-lf,fileoutpart340.xlsx,12,23 31 13.00,Install Sheet Metal Duct (rectangular),0060,20- to 94-inch perimeter,LF,0.42
23-31-13.00-0070-96-to-126-inch-perimeter-lf,fileoutpart340.xlsx,13,23 31 13.00,Install Sheet Metal Duct (rectangular),0070,96- to 126-inch perimeter,LF,0.7
23-31-13.00-0080-128-to-190-inch-perimeter-lf,fileoutpart340.xlsx,14,23 31 13.00,Install Sheet Metal Duct (rectangular),0080,128- to 190-inch perimeter,LF,1.44
23-31-13.00-0090-192-to-240-inch-perimeter-lf,fileoutpart340.xlsx,15,23 31 13.00,Install Sheet Metal Duct (rectangular),0090,192- to 240-inch perimeter,LF,2
23-31-13.00-0100-242-to-360-inch-perimeter-lf,fileoutpart340.xlsx,16,23 31 13.00,Install Sheet Metal Duct (rectangular),0100,242- to 360-inch perimeter,LF,2.64
23-31-13.00-0110-20-to-94-inch-perimeter-lf,fileoutpart340.xlsx,19,23 31 13.00,Install Sheet Metal Duct (round),0110,20- to 94-inch perimeter,LF,0.525
23-31-13.00-0120-94-to-126-inch-perimeter-lf,fileoutpart340.xlsx,20,23 31 13.00,Install Sheet Metal Duct (round),0120,94- to 126-inch perimeter,LF,0.875
23-31-13.00-0130-127-to-190-inch-perimeter-lf,fileoutpart340.xlsx,21,23 31 13.00,Install Sheet Metal Duct (round),0130,127- to 190-inch perimeter,LF,1.8
23-31-13.00-0140-191-to-240-inch-perimeter-lf,fileoutpart340.xlsx,22,23 31 13.00,Install Sheet Metal Duct (round),0140,191- to 240-inch perimeter,LF,2.5
23-31-13.00-0150-241-to-360-inch-perimeter-lf,fileoutpart340.xlsx,23,23 31 13.00,Install Sheet Metal Duct (round),0150,241- to 360-inch perimeter,LF,3.3
23-31-13.00-0160-insulate-sheet-metal-duct-lf,fileoutpart340.xlsx,25,23 31 13.00,Minimum suggested crew size two steelworkers,0160,Insulate Sheet Metal Duct,LF,0.06
23-33-00.00-0010-6-inch-inside-diameter-lf,fileoutpart340.xlsx,29,23 33 00.00,Install Fiber Duct for Slab Heating or Cooling System,0010,6-inch inside diameter,LF,0.02
23-33-00.00-0020-8-inch-inside-diameter-lf,fileoutpart340.xlsx,30,23 33 00.00,Install Fiber Duct for Slab Heating or Cooling System,0020,8-inch inside diameter,LF,0.022
23-33-00.00-0030-10-inch-inside-diameter-lf,fileoutpart340.xlsx,31,23 33 00.00,Install Fiber Duct for Slab Heating or Cooling System,0030,10-inch inside diameter,LF,0.022
23-33-00.00-0040-12-inch-inside-diameter-lf,fileoutpart340.xlsx,32,23 33 00.00,Install Fiber Duct for Slab Heating or Cooling System,0040,12-inch inside diameter,LF,0.025
23-33-00.00-0050-16-inch-inside-diameter-lf,fileoutpart340.xlsx,33,23 33 00.00,Install Fiber Duct for Slab Heating or Cooling System,0050,16-inch inside diameter,LF,0.032
23-33-00.00-0060-20-inch-inside-diameter-lf,fileoutpart340.xlsx,34,23 33 00.00,Install Fiber Duct for Slab Heating or Cooling System,0060,20-inch inside diameter,LF,0.042
23-33-00.00-0070-24-inch-inside-diameter-lf,fileoutpart340.xlsx,35,23 33 00.00,Install Fiber Duct for Slab Heating or Cooling System,0070,24-inch inside diameter,LF,0.06
23-33-00.00-0080-fabrication-lf,fileoutpart340.xlsx,36,23 33 00.00,Install Fiber Duct for Slab Heating or Cooling System,0080,Fabrication,LF,0.28
23-33-00.00-0090-4-by-8-inches-each,fileoutpart340.xlsx,40,23 33 00.00,Grills and Registers (Plaster Ground),0090,4 by 8 inches,Each,0.03
23-33-00.00-0100-6-by-12-inches-each,fileoutpart340.xlsx,41,23 33 00.00,Grills and Registers (Plaster Ground),0100,6 by 12 inches,Each,0.09
23-33-00.00-0110-16-by-16-inches-each,fileoutpart340.xlsx,42,23 33 00.00,Grills and Registers (Plaster Ground),0110,16 by 16 inches,Each,0.1
23-33-00.00-0120-20-by-36-inches-each,fileoutpart340.xlsx,43,23 33 00.00,Grills and Registers (Plaster Ground),0120,20 by 36 inches,Each,0.13
23-34-23.10-0110-propeller-exhaust-wall-shutter-direct-drive-375-cfm-each,fileoutpart342.xlsx,17,23 34 23.10,Install circulators,0110,"Propeller exhaust, wall shutter, direct drive, 375 CFM",Each,3
23-34-23.10-0120-propeller-exhaust-wall-shutter-direct-drive-730-cfm-each,fileoutpart342.xlsx,18,23 34 23.10,Install circulators,0120,"Propeller exhaust, wall shutter, direct drive, 730 CFM",Each,3.333
23-34-23.10-0130-propeller-exhaust-wall-shutter-direct-drive-1-000-cfm-each,fileoutpart342.xlsx,19,23 34 23.10,Install circulators,0130,"Propeller exhaust, wall shutter, direct drive, 1,000 CFM",Each,3.75
23-34-23.10-0140-propeller-exhaust-wall-shutter-direct-drive-1-890-cfm-each,fileoutpart342.xlsx,20,23 34 23.10,Install circulators,0140,"Propeller exhaust, wall shutter, direct drive, 1,890 CFM",Each,4.2855
23-34-23.10-0150-propeller-exhaust-wall-shutter-direct-drive-3-275-cfm-each,fileoutpart342.xlsx,21,23 34 23.10,Install circulators,0150,"Propeller exhaust, wall shutter, direct drive, 3,275 CFM",Each,4.9995
23-34-23.10-0160-propeller-exhaust-wall-shutter-direct-drive-4-720-cfm-each,fileoutpart342.xlsx,22,23 34 23.10,Install circulators,0160,"Propeller exhaust, wall shutter, direct drive, 4,720 CFM",Each,6
23-38-13.10-0030-vent-hood-wall-canopy-with-fire-protection-lf,fileoutpart342.xlsx,25,23 38 13.10,Hood and Ventilation Equipment,0030,"Vent hood, wall canopy with fire protection",LF,1.9995
23-38-13.10-0040-vent-hood-wall-canopy-without-fire-protection-lf,fileoutpart342.xlsx,26,23 38 13.10,Hood and Ventilation Equipment,0040,"Vent hood, wall canopy without fire protection",LF,1.8
23-38-13.10-0050-vent-hood-island-canopy-with-fire-protection-lf,fileoutpart342.xlsx,27,23 38 13.10,Hood and Ventilation Equipment,0050,"Vent hood, island canopy with fire protection",LF,2.571
23-38-13.10-0060-vent-hood-island-canopy-without-fire-protection-lf,fileoutpart342.xlsx,28,23 38 13.10,Hood and Ventilation Equipment,0060,"Vent hood, island canopy without fire protection",LF,2.25
23-38-13.10-0090-range-hood-and-carbon-dioxide-system-each,fileoutpart342.xlsx,29,23 38 13.10,Hood and Ventilation Equipment,0090,Range hood and carbon dioxide system,Each,8
23-52-13-0010-95-000-british-thermal-unit-btu-hour-and-smaller-each,fileoutpart344.xlsx,5,23 52 13,Set and connect iron sectional boilers with insulating jacket and safety devices,0010,"95,000 British thermal unit (BTU)/hour and smaller",Each,21
